,Month,DayOfWeek,Time,LateAircraftDelay
1536766,3,3,15,20.0
3231048,6,1,17,5.0
5594289,10,7,20,214.0
6976793,12,3,10,86.0
6109747,11,7,18,60.0
4470823,8,1,18,72.0
1780549,3,7,17,14.0
1576426,3,1,16,20.0
3099646,6,6,11,29.0
2418635,5,1,18,6.0
299708,1,3,16,7.0
2870814,5,5,19,44.0
4215983,7,1,14,73.0
667011,2,4,15,17.0
1814519,4,4,11,68.0
800560,2,6,14,27.0
4176648,7,3,20,65.0
3425055,6,5,21,23.0
2559382,5,5,11,28.0
6573843,12,2,16,10.0
6229618,11,7,17,39.0
3795045,7,4,17,35.0
4214209,7,6,11,12.0
2093995,4,7,12,68.0
1862640,4,4,10,24.0
677706,2,1,11,294.0
1372088,3,7,19,34.0
2778723,5,1,19,30.0
1485479,3,3,14,70.0
2816164,5,4,13,9.0
6502047,12,7,16,12.0
4341175,8,4,16,126.0
3816894,7,3,18,28.0
6823341,12,2,14,37.0
3031793,6,5,11,2.0
5575252,10,5,8,10.0
3663254,7,7,14,12.0
822363,2,7,14,47.0
1957150,4,4,17,74.0
2444278,5,1,13,42.0
3215867,6,6,10,44.0
6587663,12,5,22,11.0
4785783,8,1,20,216.0
6637401,12,2,12,160.0
4213711,7,6,11,23.0
6652774,12,1,14,41.0
6478849,12,7,19,2.0
290031,1,7,10,14.0
6452274,11,2,21,34.0
6833279,12,5,20,100.0
6238484,11,5,20,127.0
6507112,12,2,21,14.0
1487087,3,4,18,216.0
1795493,4,5,15,10.0
2454886,5,4,10,1.0
1219202,3,7,15,42.0
4242223,8,2,14,15.0
2175239,4,5,11,22.0
5669524,10,1,11,50.0
1284672,3,1,16,70.0
2434911,5,5,18,7.0
6884286,12,1,16,18.0
6713053,12,3,10,7.0
3110712,6,5,15,101.0
2251324,4,5,14,82.0
6105306,11,7,8,47.0
3119351,6,7,21,104.0
1640845,3,6,17,12.0
3096649,6,3,16,7.0
1028471,2,7,12,8.0
6687483,12,7,13,33.0
4788580,8,6,11,112.0
6301459,11,3,15,30.0
429965,1,5,12,258.0
4134983,7,3,17,37.0
45851,1,4,20,79.0
683845,2,2,17,17.0
6161827,11,7,22,1.0
1577667,3,1,9,12.0
104908,1,2,18,22.0
139253,1,2,9,40.0
4200447,7,4,20,39.0
5670225,10,1,17,27.0
229413,1,3,17,33.0
5960360,11,7,20,19.0
2332916,4,1,19,39.0
4048327,7,1,18,39.0
3229710,6,4,20,38.0
4679116,8,6,21,20.0
3397233,6,2,16,20.0
3405443,6,5,21,89.0
1021760,2,1,17,14.0
2879979,5,3,13,81.0
1912708,4,7,12,86.0
1116131,2,1,20,38.0
3722761,7,3,14,10.0
6685835,12,1,18,33.0
2884842,5,4,12,17.0
2272482,4,3,17,78.0
3595492,6,4,15,19.0
3428017,6,6,11,16.0
1667530,3,2,18,12.0
2578486,5,3,18,16.0
3123302,6,7,21,91.0
777498,2,5,13,47.0
3628809,7,4,21,143.0
3678084,7,5,18,28.0
222355,1,3,17,57.0
709253,2,4,15,45.0
1222272,3,1,18,36.0
2622830,5,7,16,121.0
533669,1,2,15,16.0
3409621,6,3,13,13.0
2337497,4,2,16,14.0
4130428,7,7,15,22.0
2642496,5,3,16,13.0
3173348,6,5,17,26.0
2889359,5,5,16,100.0
3231149,6,5,20,13.0
583888,1,4,16,24.0
1295547,3,2,15,16.0
539404,1,2,11,44.0
3277716,6,3,13,50.0
326968,1,5,9,16.0
6387453,11,3,20,114.0
12845,1,1,9,22.0
888491,2,6,20,17.0
5068442,9,3,18,45.0
2793867,5,2,20,3.0
6857075,12,1,12,62.0
679691,2,1,9,223.0
209305,1,6,12,49.0
1158461,2,5,19,7.0
1613196,3,6,17,41.0
1198966,3,1,14,140.0
5939093,10,1,13,98.0
3032455,6,5,9,10.0
2280565,4,5,21,141.0
6646682,12,4,12,54.0
5861804,10,6,19,81.0
3406263,6,4,17,41.0
1001810,2,3,16,1.0
4882615,9,7,16,21.0
3402624,6,2,14,31.0
6998581,12,4,16,21.0
4458111,8,2,16,64.0
3243461,6,4,18,20.0
1641319,3,4,11,16.0
2976292,5,5,13,16.0
5710676,10,2,20,15.0
3512130,6,2,19,13.0
1065247,2,6,17,11.0
3997419,7,6,18,31.0
3478134,6,4,18,79.0
5303959,9,5,14,53.0
6238151,11,4,14,19.0
1613003,3,6,12,71.0
1377090,3,3,16,75.0
3112076,6,5,20,188.0
4140945,7,3,18,6.0
6395727,11,5,20,15.0
511073,1,4,12,18.0
6389830,11,3,20,97.0
2179293,4,2,17,58.0
2875138,5,2,13,17.0
5830662,10,4,16,12.0
2139661,4,5,16,96.0
5448019,10,3,15,36.0
6641375,12,7,11,13.0
5612113,10,5,20,20.0
1833109,4,3,19,6.0
3357926,6,6,17,192.0
6946638,12,3,10,17.0
2420241,5,1,14,82.0
3619344,7,1,18,24.0
3113713,6,5,17,164.0
6622711,12,7,16,270.0
1984819,4,2,18,34.0
3053671,6,5,19,2.0
3384179,6,5,11,1.0
2185100,4,4,17,37.0
3038533,6,7,16,54.0
5051880,9,4,13,46.0
1937559,4,7,13,83.0
426118,1,3,12,43.0
4104034,7,5,14,35.0
2283927,4,3,13,22.0
6777522,12,5,17,10.0
846382,2,6,13,9.0
2252877,4,5,19,15.0
6641085,12,3,13,20.0
1841445,4,5,10,16.0
4656001,8,4,16,85.0
2362825,4,1,16,60.0
6226039,11,2,12,3.0
1125659,2,5,11,13.0
3412389,6,6,16,41.0
4967418,9,6,16,122.0
2881824,5,5,17,18.0
6027630,11,7,18,90.0
4337819,8,2,17,43.0
887545,2,5,9,29.0
1790883,3,1,13,17.0
2020458,4,4,23,35.0
1446202,3,5,18,54.0
6520685,12,6,18,26.0
2054444,4,3,11,52.0
88758,1,3,9,28.0
5407039,10,4,19,3.0
6836432,12,5,16,124.0
3059659,6,7,17,29.0
3616552,7,7,20,25.0
2628855,5,5,19,153.0
3232496,6,2,10,1.0
6655278,12,1,16,37.0
4300088,8,5,20,41.0
2632160,5,2,15,11.0
3735532,7,3,15,44.0
4776793,8,7,15,33.0
6297087,11,7,20,128.0
1289110,3,1,12,20.0
2035184,4,3,14,17.0
6643382,12,3,13,109.0
79804,1,7,19,66.0
3597947,6,6,16,47.0
6732710,12,1,20,22.0
715742,2,2,14,20.0
665717,2,4,19,41.0
3632980,7,5,16,19.0
6522876,12,7,12,93.0
1602836,3,4,10,13.0
3669968,7,2,16,22.0
1782558,3,2,14,4.0
2222801,4,6,21,17.0
2759667,5,2,18,26.0
6800612,12,4,11,10.0
403489,1,7,11,33.0
2356682,4,2,17,56.0
1581690,3,3,17,95.0
3021481,6,2,19,41.0
4036461,7,5,13,30.0
1390279,3,4,14,66.0
2725333,5,5,16,12.0
1849822,4,1,9,10.0
4748816,8,7,18,9.0
6137300,11,4,13,39.0
4255715,8,6,19,14.0
6993827,12,1,8,16.0
1658699,3,2,16,23.0
5700724,10,4,19,68.0
203701,1,2,16,239.0
664330,2,3,20,15.0
2423999,5,2,11,17.0
5884244,10,7,10,53.0
2354568,4,2,9,17.0
6696371,12,3,19,51.0
6780556,12,7,16,50.0
4730248,8,6,20,34.0
681921,2,2,11,15.0
2817291,5,1,9,15.0
2612943,5,3,23,19.0
2906184,5,5,19,36.0
4678545,8,2,12,44.0
648371,2,5,18,17.0
50820,1,5,15,23.0
3022144,6,2,12,13.0
6634171,12,1,18,3.0
1100200,2,7,12,75.0
715620,2,5,18,45.0
2471033,5,3,20,88.0
4096219,7,2,18,63.0
1284948,3,7,16,38.0
636047,2,2,8,37.0
24450,1,4,16,9.0
2038776,4,2,10,51.0
4247156,8,4,21,28.0
4276029,8,5,17,183.0
143643,1,1,16,46.0
3982737,7,5,9,21.0
3480373,6,2,9,23.0
3232751,6,3,20,66.0
2876195,5,2,14,19.0
4040930,7,4,18,162.0
1157930,2,4,19,16.0
3367299,6,4,19,98.0
6787172,12,2,20,9.0
2707117,5,6,19,70.0
2997461,6,2,11,8.0
3107495,6,4,19,23.0
2022841,4,3,7,76.0
4277236,8,6,20,45.0
6707427,12,5,13,39.0
1785438,3,4,15,20.0
3639297,7,7,14,7.0
4723458,8,5,18,27.0
6966460,12,2,13,24.0
3380763,6,6,10,50.0
559346,1,5,18,29.0
6393707,11,1,21,132.0
2214491,4,4,21,17.0
2810438,5,2,18,15.0
3935919,7,3,13,7.0
4071175,7,4,12,29.0
6687082,12,3,13,186.0
2113338,4,5,11,188.0
4247177,8,4,21,41.0
2907970,5,7,15,18.0
4029429,7,2,11,17.0
3387403,6,2,20,23.0
1220513,3,7,18,45.0
1866677,4,5,19,62.0
6321044,11,5,18,6.0
6463845,11,4,21,11.0
3228648,6,5,17,44.0
4257859,8,7,21,35.0
1273834,3,1,16,19.0
2023379,4,2,12,15.0
3515979,6,6,18,62.0
6244148,11,5,10,21.0
3090179,6,7,14,48.0
6845817,12,5,9,22.0
6187391,11,7,15,10.0
479453,1,6,18,33.0
6729798,12,3,13,129.0
904815,2,2,17,15.0
78543,1,7,16,48.0
60714,1,1,11,110.0
6982065,12,3,15,31.0
4963089,9,6,10,21.0
5500182,10,7,16,108.0
6933772,12,7,8,26.0
6789699,12,1,18,96.0
1587501,3,5,9,35.0
1124335,2,3,20,68.0
2200745,4,4,20,16.0
4038873,7,6,19,100.0
6562577,12,2,11,13.0
2017851,4,5,18,68.0
6483404,12,1,16,6.0
6746276,12,7,14,117.0
670550,2,5,16,41.0
1231750,3,4,11,23.0
5088089,9,7,21,34.0
868191,2,7,20,13.0
3620358,7,1,10,16.0
4784443,8,6,17,33.0
5884689,10,1,18,41.0
844714,2,7,10,81.0
4536834,8,6,18,85.0
3621974,7,2,16,42.0
3010906,6,6,11,34.0
6965773,12,1,13,55.0
491123,1,4,17,22.0
5607087,10,7,10,23.0
5454764,10,5,17,24.0
2378559,4,2,15,55.0
6542708,12,6,20,8.0
57690,1,1,18,40.0
5432667,10,5,17,19.0
3674880,7,4,18,14.0
6965539,12,1,14,257.0
1006193,2,7,13,231.0
644612,2,4,19,49.0
3042690,6,1,20,251.0
92705,1,4,19,50.0
3521865,6,1,20,46.0
2888403,5,3,15,14.0
1765850,3,5,19,37.0
3863453,7,3,14,43.0
2203248,4,1,8,14.0
4632359,8,5,17,115.0
91862,1,4,10,11.0
281678,1,1,19,16.0
3563477,6,4,22,50.0
6929622,12,6,14,76.0
5611775,10,1,8,84.0
4633867,8,4,21,3.0
1024415,2,6,15,33.0
5869283,10,5,14,21.0
6232860,11,7,16,58.0
5756659,10,5,19,11.0
6402427,11,4,14,11.0
5515113,10,6,10,20.0
1127252,2,1,11,10.0
6820088,12,6,12,104.0
207716,1,5,19,30.0
463060,1,2,14,27.0
1736081,3,5,23,26.0
971515,2,5,13,31.0
284234,1,3,22,15.0
3743735,7,2,14,23.0
4320192,8,4,20,20.0
1130501,2,7,17,9.0
2639743,5,5,11,16.0
642412,2,3,11,24.0
6719110,12,1,9,17.0
3661150,7,7,14,29.0
2269033,4,4,19,24.0
403919,1,4,12,31.0
3549976,6,1,9,20.0
3147224,6,1,14,50.0
2697756,5,5,19,11.0
4270147,8,3,14,17.0
1360158,3,7,9,40.0
1118290,2,5,13,9.0
5747355,10,4,7,49.0
6514533,12,4,11,17.0
5111803,9,2,19,19.0
3343181,6,1,21,12.0
1000859,2,6,16,61.0
490886,1,7,12,14.0
1655003,3,3,13,37.0
656849,2,1,13,11.0
6782706,12,4,21,21.0
2668327,5,1,14,13.0
362912,1,7,17,101.0
482662,1,2,20,19.0
5591000,10,5,14,72.0
1786684,3,5,12,25.0
34613,1,7,20,43.0
4141673,7,1,16,19.0
674738,2,7,12,73.0
3521067,6,6,17,7.0
6513881,12,4,17,53.0
1491360,3,1,11,22.0
3876055,7,5,20,12.0
6500048,12,7,15,11.0
3716796,7,3,14,42.0
6986985,12,3,18,39.0
3000428,6,3,21,70.0
1083443,2,4,13,80.0
6675477,12,5,13,23.0
6239060,11,5,15,57.0
3192126,6,2,19,44.0
3912393,7,2,10,25.0
6751488,12,5,12,48.0
6974702,12,6,12,35.0
458587,1,7,16,110.0
2998638,6,2,20,157.0
202710,1,2,21,17.0
3073308,6,4,15,52.0
1695633,3,1,13,31.0
2510069,5,3,17,19.0
4026791,7,5,20,56.0
2385219,4,1,19,137.0
3484208,6,5,18,31.0
412911,1,5,18,115.0
6273255,11,7,9,85.0
2823085,5,7,17,41.0
6800145,12,3,10,24.0
6065346,11,4,14,6.0
3521681,6,1,18,119.0
1659750,3,5,18,104.0
2418012,5,1,17,74.0
5926150,10,4,17,20.0
680323,2,1,18,128.0
6102358,11,4,18,12.0
4592413,8,7,16,22.0
2434106,5,5,19,255.0
2106622,4,7,14,20.0
2421253,5,2,10,9.0
2885704,5,5,15,20.0
5225807,9,2,11,28.0
365863,1,5,16,33.0
1383653,3,7,10,55.0
3371495,6,2,12,60.0
2082247,4,2,15,21.0
2307313,4,2,20,157.0
5039349,9,1,11,6.0
3212212,6,7,21,102.0
3231244,6,1,16,8.0
3043398,6,2,15,81.0
143708,1,1,12,92.0
1419111,3,3,14,1.0
5742695,10,5,12,20.0
5716490,10,1,9,8.0
776963,2,5,11,71.0
6827114,12,1,9,44.0
6941024,12,3,17,29.0
4715944,8,3,21,153.0
644920,2,4,22,12.0
3490817,6,2,20,111.0
6597841,12,6,14,182.0
2385652,4,1,10,4.0
1810975,4,3,20,137.0
6518975,12,5,11,42.0
3737586,7,1,13,57.0
6925894,12,7,19,20.0
4835228,8,6,14,260.0
6860562,12,1,19,47.0
3622578,7,2,14,14.0
6110471,11,2,18,9.0
6650347,12,3,13,76.0
6983741,12,1,21,145.0
3867135,7,3,21,48.0
2898992,5,2,20,37.0
3723274,7,2,21,124.0
2679266,5,3,16,18.0
6273261,11,7,12,31.0
6685409,12,5,17,120.0
4768345,8,3,19,26.0
4704658,8,5,18,38.0
3309234,6,5,12,32.0
4292456,8,3,12,23.0
2194409,4,4,11,27.0
3227156,6,2,10,26.0
2179042,4,7,10,31.0
6234460,11,7,14,39.0
3537266,6,1,12,15.0
1663850,3,5,15,11.0
4800783,8,5,21,124.0
6632137,12,4,11,64.0
1596418,3,1,13,42.0
3627408,7,3,21,14.0
6552646,12,2,11,40.0
2192042,4,4,16,9.0
847090,2,2,10,90.0
6530598,12,2,19,68.0
6831744,12,2,7,2.0
5154215,9,5,10,8.0
3508953,6,1,21,38.0
3930382,7,2,18,8.0
5501531,10,5,18,58.0
6495771,12,5,12,15.0
1275274,3,1,14,10.0
1633496,3,7,16,139.0
396583,1,7,15,94.0
4284479,8,1,9,11.0
1262718,3,6,20,86.0
6977586,12,2,12,81.0
6722990,12,4,17,1.0
1657500,3,6,16,29.0
1235412,3,5,21,22.0
3755875,7,5,14,23.0
3248629,6,5,11,6.0
1818771,4,5,21,5.0
4887138,9,2,17,11.0
1463553,3,5,16,20.0
4791422,8,4,20,12.0
3259815,6,4,11,97.0
97419,1,6,11,32.0
1800622,4,7,17,28.0
2001839,4,3,19,100.0
329776,1,5,16,36.0
4468470,8,3,16,8.0
6654532,12,2,14,26.0
5702724,10,6,12,37.0
1975545,4,5,19,29.0
3061610,6,7,15,10.0
2287,1,4,11,8.0
4590587,8,5,17,38.0
6772504,12,3,17,13.0
2770659,5,3,10,9.0
3063321,6,1,18,37.0
3639553,7,7,15,15.0
4842215,8,5,21,90.0
2778160,5,3,14,37.0
6200960,11,7,20,63.0
5564995,10,5,19,36.0
3795356,7,5,10,35.0
5049482,9,5,21,33.0
6850308,12,3,13,32.0
6724438,12,5,16,2.0
2805131,5,4,20,4.0
6618674,12,2,22,42.0
28656,1,5,16,25.0
6949297,12,3,12,15.0
2279768,4,6,16,6.0
6983777,12,1,15,85.0
5955274,11,5,14,26.0
3246725,6,5,16,16.0
1125214,2,5,13,2.0
2102768,4,1,12,131.0
6506229,12,2,8,23.0
398150,1,3,16,12.0
183766,1,3,17,73.0
3232154,6,7,20,148.0
1048538,2,3,10,80.0
6039830,11,2,14,53.0
5568923,10,5,19,24.0
1578433,3,3,14,7.0
3209485,6,5,19,39.0
3222014,6,1,18,38.0
91604,1,4,16,142.0
1226471,3,2,18,32.0
6107675,11,3,10,88.0
700398,2,1,17,26.0
3489951,6,2,16,85.0
3976565,7,4,14,43.0
4774925,8,3,18,15.0
310621,1,1,19,66.0
2141616,4,7,14,159.0
1767733,3,1,14,81.0
508790,1,4,14,8.0
5689663,10,7,15,18.0
2951392,5,3,16,11.0
4148248,7,7,16,29.0
6825687,12,5,18,20.0
5825871,10,4,23,24.0
3573593,6,7,20,66.0
6650071,12,2,12,33.0
1108987,2,5,11,20.0
620416,2,4,14,14.0
5584321,10,1,22,12.0
4487090,8,1,20,21.0
2305055,4,3,20,74.0
6563946,12,7,18,111.0
1139840,2,3,13,38.0
4743059,8,5,10,24.0
2911518,5,2,15,16.0
4539477,8,1,14,8.0
772398,2,2,17,16.0
50960,1,5,17,35.0
4887435,9,2,20,17.0
823323,2,7,18,36.0
3237256,6,1,18,109.0
3017288,6,1,13,18.0
3412128,6,6,17,115.0
1794208,4,5,21,56.0
1796788,4,6,20,14.0
2755454,5,3,22,34.0
3030203,6,5,16,14.0
3102694,6,7,15,16.0
1597660,3,2,16,43.0
4760369,8,5,16,29.0
1842911,4,5,12,44.0
1129192,2,5,14,6.0
2786339,5,5,15,32.0
4731610,8,6,11,49.0
2033428,4,5,16,19.0
4548428,8,1,17,15.0
2608904,5,7,16,2.0
1622989,3,7,19,68.0
756146,2,5,13,117.0
2036364,4,3,18,83.0
526090,1,2,17,177.0
6646710,12,1,14,52.0
3308423,6,4,19,134.0
507386,1,6,15,108.0
695872,2,1,16,4.0
6384603,11,1,15,28.0
3019219,6,2,19,34.0
4305510,8,7,13,18.0
1612102,3,5,15,24.0
6919647,12,4,14,14.0
784066,2,3,11,16.0
2626779,5,5,15,32.0
260839,1,5,13,26.0
6507408,12,2,16,30.0
6973625,12,7,21,45.0
6353222,11,3,17,23.0
3570499,6,7,20,31.0
1252401,3,3,12,1.0
3299563,6,1,13,12.0
40,1,4,12,29.0
3713445,7,7,15,41.0
4254690,8,6,16,1.0
4611796,8,4,17,23.0
6764119,12,5,9,10.0
4800709,8,2,18,132.0
2353357,4,5,14,20.0
507533,1,1,22,98.0
1085664,2,3,18,73.0
3124378,6,4,19,44.0
1598139,3,2,20,38.0
4204262,7,3,18,14.0
3073886,6,4,18,100.0
1210387,3,4,10,41.0
1532710,3,6,10,11.0
1241967,3,7,11,4.0
2404620,5,4,19,22.0
4219152,7,3,14,21.0
2575448,5,1,15,19.0
4351173,8,6,12,38.0
3507775,6,2,18,57.0
1707452,3,4,18,326.0
3207220,6,4,13,14.0
3404194,6,4,19,29.0
777434,2,5,20,67.0
3199698,6,7,13,11.0
1130169,2,6,16,19.0
5948876,11,3,9,49.0
2086672,4,3,12,9.0
3001424,6,3,17,15.0
3278086,6,4,19,16.0
4335086,8,4,12,20.0
2171622,4,3,10,21.0
996788,2,4,14,85.0
1974256,4,5,14,15.0
2033336,4,4,17,6.0
2010662,4,1,19,47.0
657476,2,1,12,33.0
5301024,9,1,16,15.0
978272,2,4,11,19.0
4526122,8,2,22,27.0
4008383,7,3,15,23.0
1723656,3,7,18,56.0
3392229,6,2,16,24.0
1817999,4,5,9,38.0
3791689,7,1,20,2.0
6414952,11,6,18,84.0
3226781,6,1,19,42.0
4291654,8,3,16,12.0
5315571,9,1,9,52.0
6516285,12,4,17,64.0
3712743,7,4,14,34.0
1038113,2,5,18,40.0
5431301,10,5,13,1.0
6750126,12,3,11,20.0
1534206,3,7,19,40.0
2795940,5,3,14,185.0
2751488,5,5,16,88.0
6003468,11,6,14,13.0
4330305,8,5,19,144.0
5500243,10,7,17,45.0
6511227,12,3,10,37.0
1461421,3,3,18,145.0
1281011,3,1,19,118.0
1212127,3,5,9,2.0
6541907,12,6,13,26.0
1408481,3,2,16,16.0
534843,1,5,11,163.0
6672327,12,3,6,69.0
2749758,5,3,13,32.0
4788049,8,5,20,282.0
6878982,12,4,17,42.0
2746352,5,5,18,65.0
5047902,9,7,15,14.0
6737525,12,7,18,7.0
2102227,4,7,18,6.0
3385528,6,5,18,6.0
3248400,6,3,17,131.0
6617302,12,1,15,134.0
2249522,4,2,17,48.0
399541,1,4,12,36.0
1020185,2,3,8,20.0
3586493,6,4,18,26.0
6801789,12,6,16,105.0
6806552,12,6,8,19.0
1609457,3,1,11,27.0
1398716,3,5,16,351.0
3410960,6,6,19,51.0
823407,2,1,13,48.0
1267320,3,7,18,26.0
6555608,12,3,18,73.0
2384071,4,7,19,21.0
5871759,10,3,16,12.0
6719684,12,1,17,12.0
6561094,12,4,18,18.0
6498202,12,6,8,15.0
3748725,7,2,21,20.0
6737893,12,7,12,116.0
2659704,5,1,18,53.0
717095,2,4,18,69.0
2524137,5,5,10,85.0
773985,2,3,16,41.0
6293769,11,2,13,7.0
6758321,12,4,14,17.0
4033715,7,4,21,10.0
1098804,2,4,14,93.0
6491226,12,4,16,36.0
1269899,3,1,20,83.0
1474448,3,6,15,25.0
1773872,3,2,17,104.0
6838731,12,6,19,12.0
6115291,11,7,20,2.0
3005902,6,4,16,54.0
5691248,10,1,12,54.0
2880990,5,4,13,52.0
1189002,3,5,20,29.0
4411899,8,2,9,1.0
4118204,7,5,14,19.0
983129,2,1,17,55.0
2128832,4,2,7,64.0
6760969,12,2,16,52.0
5933771,10,3,16,12.0
146421,1,5,9,128.0
2663711,5,4,15,62.0
6733358,12,1,17,10.0
701017,2,5,9,3.0
1278413,3,2,19,118.0
6801195,12,5,18,40.0
795140,2,3,16,33.0
5979097,11,5,14,133.0
1034406,2,3,21,91.0
3602335,6,3,15,16.0
101913,1,5,16,9.0
6517291,12,5,18,117.0
2394896,5,1,21,118.0
4055097,7,7,18,73.0
957942,2,4,19,134.0
3619752,7,1,16,19.0
4130429,7,1,15,28.0
1607454,3,2,12,15.0
2205123,4,7,18,43.0
3379363,6,2,18,30.0
986390,2,1,11,45.0
1599608,3,6,12,21.0
3596134,6,5,16,1.0
4272951,8,4,19,76.0
3485420,6,4,11,163.0
1442130,3,2,11,10.0
4247687,8,4,20,15.0
6525370,12,1,12,77.0
1255777,3,4,11,19.0
953308,2,5,19,24.0
6272362,11,6,17,31.0
2050874,4,7,19,146.0
6104670,11,6,12,20.0
518361,1,3,10,7.0
3922553,7,3,16,64.0
399410,1,3,12,37.0
1463133,3,4,19,95.0
2453809,5,4,20,67.0
3439773,6,7,19,9.0
2506804,5,3,20,123.0
3497569,6,2,19,47.0
1748911,3,3,19,20.0
412826,1,6,19,21.0
2104877,4,2,15,23.0
3226588,6,3,9,51.0
2991237,5,3,15,84.0
6742701,12,4,9,19.0
3222385,6,1,8,97.0
5939540,10,1,21,13.0
3539809,6,3,22,12.0
578744,1,1,17,114.0
574121,1,5,9,10.0
949366,2,7,22,132.0
2941960,5,1,19,39.0
2981908,5,3,9,32.0
6494579,12,5,19,30.0
1152161,2,5,10,144.0
6528628,12,2,9,40.0
6493008,12,4,20,28.0
6933801,12,5,10,41.0
1801144,4,7,21,131.0
6927462,12,1,14,112.0
4404741,8,5,15,22.0
2003680,4,4,18,15.0
3610750,7,5,13,8.0
3485528,6,5,20,42.0
2621748,5,1,17,20.0
4466704,8,7,16,40.0
5963105,11,1,13,77.0
1456095,3,6,11,15.0
1872005,4,7,8,32.0
6602669,12,3,16,16.0
3025988,6,3,21,27.0
1709823,3,2,11,9.0
6127493,11,1,12,59.0
3031517,6,5,16,106.0
6843213,12,1,7,13.0
4831893,8,4,18,33.0
993423,2,6,20,14.0
3173992,6,5,15,215.0
4817562,8,4,17,91.0
2850806,5,5,10,78.0
6841141,12,2,16,80.0
2028155,4,1,16,8.0
804163,2,1,18,16.0
239295,1,7,19,189.0
3457534,6,5,18,22.0
1674169,3,6,16,15.0
473428,1,3,10,75.0
4513228,8,5,18,40.0
1149440,2,4,10,18.0
6950071,12,5,12,17.0
670673,2,5,16,57.0
6631628,12,5,11,4.0
3229022,6,5,19,161.0
6596757,12,5,19,52.0
1052474,2,3,16,53.0
2026402,4,2,19,13.0
3243157,6,5,21,29.0
1483854,3,2,14,2.0
3566819,6,7,19,142.0
715313,2,5,18,87.0
6496254,12,5,13,14.0
3339877,6,3,20,4.0
1082766,2,7,11,53.0
3237692,6,3,16,12.0
1728524,3,6,18,30.0
1221716,3,1,15,12.0
230774,1,4,13,27.0
5047937,9,7,15,11.0
2794378,5,4,18,34.0
4630351,8,4,17,27.0
3358188,6,6,19,44.0
3492989,6,7,19,6.0
804190,2,1,7,21.0
2775601,5,6,14,7.0
6683324,12,7,11,7.0
3623088,7,2,21,5.0
1910563,4,4,12,38.0
3750637,7,5,14,17.0
544415,1,7,17,57.0
4343203,8,7,18,177.0
3410385,6,4,19,57.0
3935658,7,4,14,2.0
6013030,11,2,12,38.0
3050377,6,4,7,1.0
4069203,7,4,11,54.0
5934412,10,4,15,135.0
4057599,7,1,17,31.0
4065853,7,2,16,7.0
5275100,9,5,18,64.0
1415026,3,6,17,12.0
431598,1,3,18,62.0
3856566,7,2,20,45.0
6744239,12,5,17,266.0
76710,1,6,13,56.0
2535474,5,6,10,341.0
3777614,7,7,12,65.0
1660701,3,6,19,54.0
5996844,11,4,16,22.0
4461247,8,6,12,19.0
4737534,8,4,19,29.0
5251418,9,3,17,12.0
6580137,12,1,12,6.0
975814,2,5,13,19.0
3187779,6,7,19,24.0
6626233,12,1,11,21.0
4206805,7,1,15,34.0
5335354,9,2,14,29.0
6502391,12,7,20,45.0
1188237,3,4,19,42.0
1239287,3,6,16,43.0
1748490,3,1,19,12.0
4321189,8,5,18,32.0
2917234,5,4,17,24.0
2877472,5,2,17,57.0
1787732,3,6,18,25.0
6522171,12,6,18,42.0
4216862,7,1,19,22.0
1179623,3,2,11,10.0
4683995,8,1,18,23.0
4809955,8,1,14,8.0
247398,1,2,15,211.0
6760458,12,1,12,22.0
535613,1,6,18,92.0
3725015,7,3,21,181.0
1256005,3,4,11,3.0
3219301,6,6,20,37.0
3323525,6,7,12,32.0
1129492,2,5,22,88.0
6943566,12,1,18,17.0
4876567,9,5,13,33.0
693192,2,5,7,21.0
6823246,12,7,9,7.0
6379703,11,5,15,3.0
3629552,7,4,15,23.0
2478389,5,5,15,21.0
978944,2,6,19,90.0
532,1,4,17,64.0
3977262,7,5,20,34.0
2968999,5,2,20,57.0
466211,1,3,11,37.0
6733468,12,1,21,108.0
4221041,7,4,22,4.0
4478125,8,4,20,35.0
1649438,3,7,13,92.0
5333913,9,6,11,4.0
5731667,10,2,17,141.0
3647735,7,3,19,11.0
6233803,11,2,19,20.0
4146935,7,1,17,15.0
3818451,7,4,22,15.0
6628655,12,6,15,17.0
827892,2,2,11,14.0
3207146,6,4,21,11.0
5047581,9,7,14,12.0
5035765,9,1,15,44.0
5404260,10,4,16,50.0
4043977,7,4,15,225.0
92039,1,4,20,24.0
2321279,4,1,19,18.0
6832780,12,3,19,39.0
383974,1,3,14,7.0
533441,1,6,9,97.0
2343121,4,5,13,13.0
296942,1,2,13,20.0
518081,1,2,18,146.0
2208948,4,2,11,8.0
2019864,4,4,21,40.0
6311223,11,4,16,19.0
117878,1,2,15,59.0
2918498,5,6,12,85.0
3058830,6,6,16,51.0
1285830,3,1,14,205.0
4396476,8,1,19,16.0
6617522,12,2,22,54.0
3007338,6,5,16,29.0
5471427,10,3,11,7.0
4355252,8,5,19,12.0
7261,1,6,20,19.0
1406275,3,3,19,63.0
1722272,3,3,15,10.0
1078488,2,3,14,3.0
4018029,7,4,10,12.0
3424129,6,7,12,10.0
3672870,7,3,21,8.0
257645,1,3,9,23.0
3060929,6,7,19,14.0
5281681,9,7,17,260.0
6249803,11,5,10,28.0
4175022,7,7,17,237.0
1187854,3,4,12,15.0
2941767,5,1,20,77.0
