,Month,DayOfWeek,Time,CarrierDelay
3633700,7,5,16,5.0
6029551,11,7,20,18.0
3503233,6,7,14,164.0
3573523,6,6,20,51.0
1716734,3,4,20,138.0
1383044,3,7,19,19.0
3227191,6,7,11,11.0
2913865,5,3,18,91.0
1868363,4,6,20,1.0
4646935,8,5,16,25.0
6763154,12,5,17,35.0
3513651,6,2,7,22.0
2813669,5,3,13,14.0
1234280,3,4,15,15.0
6211589,11,4,9,3.0
4547029,8,7,21,20.0
6546610,12,1,15,28.0
5528987,10,5,16,21.0
6726399,12,7,11,13.0
2910839,5,5,18,6.0
5925570,10,4,17,6.0
79446,1,7,11,49.0
1789616,3,7,7,48.0
4408651,8,7,18,30.0
6009982,11,1,21,19.0
4690294,8,7,13,19.0
5129436,9,7,18,61.0
4491693,8,4,9,25.0
694015,2,5,13,2.0
142940,1,7,6,56.0
6878003,12,1,9,20.0
3671921,7,3,16,2.0
5322545,9,2,9,4.0
1736363,3,5,11,2.0
984312,2,1,13,88.0
1217022,3,6,17,7.0
2493868,5,7,18,6.0
3757491,7,7,12,17.0
5684045,10,5,15,13.0
1688472,3,3,9,75.0
2109573,4,2,17,19.0
3071057,6,3,16,45.0
2363815,4,3,22,18.0
6980996,12,4,15,18.0
1812575,4,3,14,3.0
6715515,12,5,8,98.0
3711855,7,1,16,108.0
6838155,12,4,12,44.0
931948,2,6,9,7.0
3220013,6,7,17,7.0
4148239,7,5,16,102.0
5668313,10,7,11,5.0
734665,2,1,13,50.0
4989345,9,1,7,15.0
1462534,3,4,13,2.0
4768446,8,3,21,27.0
4407018,8,6,21,34.0
49044,1,5,13,4.0
4376551,8,2,13,26.0
3711820,7,1,20,81.0
4493108,8,4,17,6.0
4578287,8,5,7,35.0
2535431,5,6,16,47.0
3337158,6,3,14,9.0
6775767,12,7,17,7.0
1457483,3,7,11,106.0
132662,1,6,14,183.0
6704637,12,3,14,15.0
1131937,2,2,19,7.0
3518138,6,7,13,27.0
1407464,3,5,6,11.0
2485958,5,1,7,11.0
402944,1,6,10,22.0
2805348,5,1,16,25.0
1270495,3,1,8,12.0
6309147,11,4,19,7.0
4344306,8,2,15,111.0
457641,1,6,10,20.0
7731,1,6,15,3.0
1668496,3,7,19,14.0
1796253,4,5,17,2.0
791600,2,1,19,89.0
4998094,9,3,11,26.0
3426740,6,5,16,4.0
3082900,6,6,13,20.0
2425619,5,3,13,1.0
2475902,5,4,11,25.0
776578,2,5,8,58.0
3444912,6,7,18,43.0
2172385,4,3,7,20.0
6267655,11,6,20,23.0
1234335,3,4,17,1.0
91246,1,4,20,30.0
1386485,3,2,16,23.0
3050764,6,4,14,6.0
226497,1,3,12,6.0
5769491,10,3,13,6.0
2910624,5,7,12,2.0
328736,1,4,15,66.0
2645935,5,4,7,36.0
1807874,4,2,19,44.0
11692,1,7,15,15.0
6767209,12,5,12,13.0
4461950,8,1,7,21.0
4117132,7,2,19,12.0
1379697,3,5,8,22.0
5498555,10,2,14,213.0
4430917,8,7,11,36.0
2030574,4,3,17,17.0
156114,1,4,15,38.0
6351633,11,1,21,16.0
945704,2,1,11,12.0
4369324,8,6,9,94.0
6979943,12,6,7,150.0
2211298,4,2,9,19.0
612861,2,2,12,1.0
229188,1,3,21,15.0
1486795,3,4,20,45.0
5702776,10,6,9,24.0
2460570,5,6,10,6.0
3463439,6,3,9,22.0
2108968,4,1,16,52.0
959829,2,5,8,19.0
4736703,8,6,18,152.0
2280938,4,2,11,3.0
104839,1,7,20,24.0
3239770,6,7,17,12.0
4822518,8,4,19,28.0
207614,1,5,12,74.0
2459190,5,6,18,3.0
250713,1,4,6,62.0
1228302,3,3,20,2.0
2799800,5,5,10,22.0
3560127,6,7,13,25.0
3566515,6,4,11,25.0
4333092,8,4,9,139.0
2221157,4,6,6,6.0
1294964,3,7,12,17.0
6005812,11,7,8,3.0
3367433,6,4,15,3.0
4659490,8,5,14,10.0
5754796,10,2,8,18.0
1831027,4,2,17,6.0
5469425,10,3,20,5.0
1435479,3,1,18,52.0
2600686,5,4,12,12.0
6249815,11,5,8,6.0
556792,1,7,13,5.0
2372792,4,5,8,30.0
1458275,3,1,7,12.0
6802921,12,7,6,20.0
6307686,11,2,7,20.0
1201252,3,1,10,16.0
2867101,5,4,18,10.0
4069326,7,1,17,14.0
1515816,3,7,5,31.0
5582323,10,1,8,23.0
5522675,10,4,11,55.0
1232384,3,4,19,8.0
785808,2,4,12,65.0
4538514,8,7,11,4.0
4818117,8,4,9,21.0
651966,2,7,16,3.0
5336961,9,6,9,47.0
4477213,8,2,22,76.0
1513081,3,3,12,165.0
810938,2,5,19,138.0
3427915,6,6,8,8.0
4651568,8,5,10,582.0
3050462,6,4,21,4.0
2109764,4,2,16,26.0
996037,2,3,16,16.0
6246753,11,7,14,3.0
4178668,7,7,18,4.0
1356175,3,5,15,19.0
3348135,6,7,12,5.0
6701459,12,7,12,11.0
5675409,10,5,7,12.0
3839106,7,2,6,106.0
767976,2,7,17,22.0
3443154,6,5,13,41.0
1115475,2,7,7,21.0
3228201,6,1,21,61.0
1994497,4,6,7,77.0
993779,2,1,10,175.0
2533507,5,4,17,26.0
4149104,7,5,17,18.0
5077618,9,5,13,44.0
3013807,6,7,16,8.0
744622,2,1,14,35.0
6912155,12,4,6,162.0
713219,2,3,16,20.0
5047660,9,7,11,153.0
4010009,7,4,18,7.0
3766897,7,2,18,36.0
4173689,7,5,8,27.0
3371147,6,7,15,76.0
2645931,5,4,7,1.0
2660308,5,2,11,1.0
3546146,6,1,14,11.0
1307805,3,6,6,67.0
3427278,6,7,17,20.0
6229508,11,7,9,12.0
3628200,7,4,18,66.0
1213204,3,5,18,112.0
3053795,6,5,17,2.0
1590159,3,1,17,71.0
3006682,6,5,6,20.0
4517157,8,1,16,15.0
4950515,9,3,15,10.0
59130,1,1,15,54.0
1282424,3,4,18,13.0
857587,2,5,20,2.0
673095,2,6,13,10.0
2375446,4,7,11,34.0
4361084,8,1,14,90.0
2625485,5,5,10,91.0
4946328,9,6,7,19.0
2987443,5,7,17,183.0
7006919,12,4,14,1.0
1616916,3,3,10,19.0
4240095,8,2,20,42.0
2202960,4,3,13,11.0
1922401,4,7,12,52.0
5938475,10,7,15,1.0
2731443,5,5,16,25.0
4489270,8,5,16,11.0
6522561,12,7,20,15.0
769421,2,7,18,23.0
3093191,6,4,16,14.0
6655772,12,5,16,13.0
759780,2,4,15,24.0
5712616,10,3,21,12.0
696135,2,1,8,44.0
4785728,8,1,19,67.0
1630860,3,1,6,25.0
5334952,9,1,12,12.0
1215642,3,6,13,15.0
1509934,3,1,12,15.0
6883199,12,5,15,139.0
3524670,6,7,9,18.0
2083293,4,2,18,17.0
1669541,3,1,11,43.0
3921216,7,2,20,5.0
3767803,7,6,14,22.0
6765136,12,1,10,17.0
4222797,7,6,15,11.0
929327,2,5,11,57.0
6215664,11,1,21,19.0
2630555,5,6,10,16.0
4174385,7,6,23,22.0
3094652,6,2,16,9.0
3242222,6,5,18,5.0
6580078,12,1,11,12.0
6994389,12,1,17,21.0
3094767,6,3,12,22.0
2038469,4,2,11,8.0
266072,1,2,13,103.0
3621406,7,2,18,8.0
225286,1,7,10,35.0
4140250,7,2,21,24.0
4795745,8,5,14,7.0
6759652,12,1,11,7.0
2323209,4,5,19,6.0
3620793,7,2,16,25.0
3950801,7,2,20,119.0
1906593,4,6,12,10.0
2369388,4,2,7,24.0
6725850,12,7,19,2.0
2795543,5,3,8,551.0
4579241,8,5,12,7.0
4713064,8,6,11,2.0
116546,1,3,14,87.0
295823,1,2,16,16.0
3380437,6,2,13,6.0
1671848,3,7,21,185.0
6029811,11,7,6,48.0
6308236,11,7,17,42.0
3051260,6,4,18,6.0
3426035,6,6,19,9.0
910820,2,5,17,8.0
3504776,6,1,10,16.0
1056189,2,7,15,14.0
5056522,9,4,6,43.0
1000399,2,2,8,1.0
1229516,3,3,12,9.0
3210554,6,6,19,155.0
3320405,6,7,9,154.0
4177232,7,4,7,276.0
1368743,3,5,15,23.0
4568732,8,3,15,27.0
3129176,6,5,15,32.0
4744583,8,1,13,5.0
6185653,11,5,9,3.0
4712346,8,4,17,47.0
1062880,2,3,19,6.0
2379541,4,3,19,51.0
3248582,6,2,17,109.0
1010509,2,5,14,5.0
6747762,12,1,15,3.0
6898101,12,3,23,15.0
3422023,6,1,21,27.0
4339794,8,6,7,25.0
4441887,8,6,13,23.0
953406,2,5,16,263.0
4014593,7,4,7,32.0
1084156,2,5,11,195.0
2664872,5,5,17,13.0
498253,1,4,16,42.0
5746341,10,1,11,46.0
2913074,5,5,21,13.0
3328214,6,4,13,15.0
1216799,3,6,17,6.0
3073159,6,3,17,9.0
1072728,2,2,16,18.0
2883815,5,2,15,19.0
41657,1,2,11,16.0
3807714,7,5,18,14.0
1156678,2,4,20,14.0
6371455,11,1,16,46.0
4176194,7,2,8,91.0
1265598,3,7,10,7.0
4771318,8,2,13,1.0
5851048,10,2,12,202.0
4786785,8,3,8,16.0
4142617,7,2,12,28.0
6746055,12,7,12,7.0
1720699,3,7,19,115.0
2438921,5,7,19,11.0
5408728,10,5,11,19.0
938376,2,4,10,15.0
2365187,4,6,15,9.0
4396885,8,1,20,35.0
5305329,9,7,19,12.0
2011537,4,6,10,13.0
510637,1,4,12,8.0
3094095,6,7,9,9.0
125393,1,3,19,52.0
5618451,10,3,8,49.0
3402500,6,5,8,17.0
4955300,9,3,18,3.0
6831254,12,3,12,47.0
606896,2,7,16,7.0
6520382,12,6,17,12.0
3060784,6,7,21,9.0
268645,1,4,7,16.0
1348860,3,7,15,27.0
308815,1,7,6,94.0
1347558,3,7,12,59.0
125348,1,4,18,1.0
2077292,4,7,18,6.0
391130,1,5,14,26.0
1312002,3,4,17,92.0
4224159,7,7,22,280.0
2170691,4,3,7,65.0
4190942,7,4,12,50.0
3432985,6,5,10,7.0
6640846,12,6,14,6.0
4593320,8,1,7,6.0
1258726,3,5,14,1.0
6553542,12,3,9,15.0
1945300,4,7,14,39.0
2954719,5,6,15,4.0
5147739,9,2,9,32.0
2390775,5,6,17,33.0
201281,1,1,7,67.0
4679294,8,5,14,12.0
3370671,6,1,12,1.0
5897918,10,6,16,12.0
3423625,6,1,8,10.0
6352403,11,7,6,97.0
5135331,9,5,17,97.0
3116904,6,7,21,207.0
6764917,12,4,15,7.0
578716,1,1,19,7.0
2638251,5,3,8,12.0
1971585,4,3,18,40.0
866263,2,5,18,39.0
4669766,8,3,6,23.0
6368681,11,7,6,70.0
496879,1,6,16,23.0
6678122,12,5,19,13.0
4689181,8,4,13,4.0
2005608,4,4,11,12.0
2372974,4,5,18,26.0
961839,2,4,17,11.0
1124325,2,3,7,176.0
6823879,12,2,17,16.0
5733971,10,3,13,30.0
4680220,8,7,17,32.0
3302955,6,7,7,18.0
3430462,6,6,8,264.0
3440389,6,1,16,9.0
1273843,3,4,16,3.0
6775558,12,1,13,12.0
6885278,12,4,19,53.0
2393635,5,7,14,4.0
2326423,4,3,11,7.0
5409992,10,5,7,50.0
6875447,12,2,19,26.0
1723812,3,7,15,4.0
371844,1,7,13,13.0
5936687,10,6,9,27.0
362573,1,7,10,5.0
750009,2,1,10,20.0
6381239,11,4,8,63.0
2262534,4,2,8,48.0
1874697,4,1,14,23.0
4029855,7,7,17,5.0
4047729,7,2,7,210.0
3061900,6,7,21,33.0
6732515,12,1,8,68.0
1470624,3,3,13,14.0
6964393,12,6,14,40.0
1513743,3,1,19,65.0
3624866,7,3,20,40.0
6764907,12,7,15,9.0
1343974,3,5,13,10.0
4683818,8,7,6,34.0
3911169,7,4,19,19.0
2312004,4,5,21,3.0
2951611,5,1,18,33.0
887523,2,5,15,3.0
4385574,8,1,21,17.0
2602836,5,5,15,27.0
6092352,11,4,12,5.0
3090350,6,2,8,32.0
2876346,5,6,18,89.0
6815772,12,4,14,8.0
1127493,2,2,8,8.0
2272607,4,1,17,39.0
3906244,7,7,20,42.0
2054835,4,4,8,3.0
6950146,12,5,14,79.0
2498423,5,5,21,48.0
6956987,12,5,12,15.0
3227144,6,4,10,246.0
4460216,8,5,5,14.0
3836082,7,7,21,43.0
2704429,5,4,16,28.0
1956493,4,4,15,33.0
2718157,5,5,21,152.0
4457385,8,4,22,6.0
1008562,2,5,17,17.0
640688,2,3,18,11.0
255207,1,2,8,63.0
6498948,12,6,14,1.0
3732432,7,6,12,17.0
3240151,6,1,11,74.0
2597317,5,2,13,22.0
4983795,9,4,15,21.0
2114953,4,5,14,61.0
4205207,7,2,20,41.0
2522920,5,3,16,20.0
560581,1,7,12,6.0
789550,2,6,8,47.0
254478,1,2,20,25.0
1673251,3,6,11,1.0
1563574,3,7,12,1.0
6199192,11,7,13,86.0
6832338,12,1,17,24.0
2790944,5,7,21,24.0
2216304,4,6,13,9.0
3590700,6,1,15,6.0
4510510,8,3,21,10.0
3207148,6,4,13,31.0
1185428,3,4,8,17.0
3030437,6,5,8,4.0
6601985,12,3,6,54.0
6751454,12,5,15,47.0
569696,1,4,18,18.0
953931,2,6,22,61.0
4299907,8,5,8,19.0
6760413,12,1,18,27.0
3961382,7,6,8,16.0
3693225,7,2,13,47.0
347618,1,7,13,28.0
2698227,5,5,14,51.0
3922614,7,3,19,16.0
6546973,12,1,12,43.0
346854,1,4,15,10.0
4130610,7,5,20,23.0
7004932,12,2,9,6.0
1687230,3,1,7,138.0
6520917,12,6,17,5.0
4388016,8,7,9,77.0
238118,1,3,10,8.0
2277192,4,7,13,11.0
2744224,5,3,8,20.0
4331073,8,7,19,2.0
2881745,5,4,10,36.0
6520799,12,6,15,4.0
544938,1,1,19,3.0
3732597,7,2,11,44.0
1249484,3,2,7,8.0
2760963,5,4,9,3.0
4178188,7,6,19,9.0
751349,2,3,17,30.0
782085,2,2,13,97.0
3900334,7,3,10,15.0
4814082,8,3,17,1.0
3852861,7,2,13,9.0
5385115,9,2,15,5.0
4216032,7,1,8,96.0
1785079,3,4,12,6.0
249852,1,4,8,15.0
5569883,10,5,14,296.0
3226069,6,2,7,19.0
3395335,6,6,13,3.0
6401862,11,3,7,75.0
3664085,7,7,20,37.0
725060,2,3,8,3.0
3038299,6,7,18,4.0
5910042,10,1,17,5.0
2630713,5,4,12,7.0
6706446,12,4,18,2.0
4110359,7,7,15,63.0
679028,2,1,6,11.0
242508,1,2,10,11.0
5376012,9,1,17,131.0
5903580,10,2,20,76.0
6695051,12,2,13,71.0
2019239,4,6,6,55.0
3521606,6,7,17,5.0
443133,1,5,21,4.0
1788717,3,7,13,3.0
1180023,3,2,18,4.0
5328782,9,4,9,17.0
337198,1,4,18,15.0
1532664,3,6,18,34.0
2520983,5,7,6,36.0
671395,2,5,19,1.0
2287426,4,7,22,14.0
4512379,8,5,19,10.0
3956888,7,5,6,437.0
6531225,12,2,11,8.0
1908788,4,2,13,2.0
6670883,12,3,7,20.0
2805096,5,1,14,57.0
1711866,3,6,19,20.0
3151429,6,7,18,87.0
3822617,7,7,10,52.0
904752,2,2,15,2.0
3395463,6,1,7,21.0
437081,1,3,15,21.0
3533974,6,7,21,12.0
151594,1,3,9,25.0
240856,1,1,13,9.0
1192165,3,6,15,21.0
2235874,4,2,19,17.0
2736990,5,4,14,21.0
4823679,8,4,14,17.0
5678055,10,1,7,10.0
2615346,5,4,11,6.0
3391860,6,2,11,31.0
5048479,9,2,14,213.0
621568,2,4,17,8.0
3703034,7,3,18,2.0
2444105,5,1,8,3.0
4972874,9,7,16,101.0
4454318,8,5,11,92.0
929827,2,7,12,97.0
3334857,6,6,8,64.0
5457296,10,6,18,57.0
2080179,4,3,16,41.0
6594764,12,2,14,55.0
93792,1,4,20,3.0
1245223,3,1,8,5.0
1055976,2,4,20,17.0
4496388,8,6,19,7.0
1369287,3,6,21,46.0
236757,1,1,17,14.0
1356860,3,5,21,39.0
6832279,12,2,9,10.0
1881768,4,3,9,18.0
4002692,7,1,9,9.0
6885240,12,6,6,28.0
4218293,7,2,6,204.0
418890,1,4,22,26.0
1040929,2,4,21,74.0
1018935,2,5,8,17.0
1995494,4,7,14,43.0
433392,1,3,18,26.0
3144087,6,4,16,76.0
4337409,8,3,20,30.0
4753309,8,6,17,18.0
1850671,4,1,15,51.0
3440496,6,4,18,27.0
4745110,8,5,8,34.0
2282940,4,5,14,10.0
1000656,2,4,18,15.0
4391377,8,6,17,25.0
6472682,12,5,17,55.0
648435,2,5,14,19.0
5382550,9,7,19,6.0
5207761,9,4,18,36.0
1062315,2,1,19,14.0
192061,1,2,16,17.0
4470996,8,3,16,15.0
4784886,8,7,19,15.0
1507159,3,1,21,60.0
759167,2,3,11,30.0
5749748,10,3,11,24.0
2900812,5,7,20,176.0
6997134,12,3,21,15.0
6426570,11,7,7,45.0
593520,1,6,18,9.0
1484636,3,3,15,33.0
3941040,7,1,17,120.0
3836078,7,2,21,16.0
255970,1,6,6,6.0
3079106,6,5,18,1.0
5939117,10,1,16,22.0
6950367,12,6,7,28.0
1465713,3,7,9,18.0
3929456,7,1,11,23.0
2107752,4,2,15,24.0
3242421,6,3,14,151.0
3500526,6,7,20,15.0
3179307,6,1,6,25.0
6733470,12,1,20,5.0
3497169,6,3,19,33.0
1272406,3,7,9,3.0
6980612,12,5,11,2.0
6518718,12,5,12,46.0
2763785,5,1,10,26.0
87312,1,3,9,37.0
590069,1,3,15,37.0
3250804,6,4,8,15.0
2633672,5,7,17,13.0
3620930,7,2,21,3.0
2516305,5,7,16,3.0
1193333,3,6,18,36.0
1739969,3,5,18,1.0
3109927,6,1,18,9.0
4832339,8,4,16,4.0
5075762,9,3,20,14.0
210368,1,7,15,36.0
3194613,6,4,19,28.0
4754558,8,7,19,4.0
4164294,7,2,18,10.0
6542096,12,6,9,43.0
1291708,3,6,18,31.0
6925708,12,6,15,27.0
1712813,3,1,16,1.0
4780832,8,7,18,67.0
492999,1,3,19,4.0
3775199,7,5,16,140.0
479697,1,2,13,49.0
1486286,3,4,11,20.0
535821,1,7,13,20.0
1723253,3,6,6,9.0
5251228,9,7,14,11.0
3142894,6,2,8,16.0
6657147,12,4,6,26.0
3450179,6,1,12,62.0
1314494,3,1,8,26.0
5615854,10,5,17,7.0
6775497,12,3,12,46.0
1093950,2,3,11,28.0
645459,2,4,18,7.0
2188112,4,1,15,36.0
927603,2,5,9,15.0
4126850,7,3,10,22.0
4352896,8,2,20,161.0
86490,1,2,17,9.0
3325276,6,4,14,21.0
181022,1,2,9,41.0
1002399,2,5,16,112.0
828257,2,5,10,38.0
341380,1,7,18,15.0
6230515,11,6,7,69.0
262187,1,6,18,6.0
1938536,4,1,12,46.0
738924,2,7,12,23.0
6945444,12,6,9,21.0
6030060,11,7,18,12.0
4626652,8,5,12,35.0
4280237,8,7,18,4.0
6612443,12,1,13,48.0
3310191,6,5,23,2.0
4211324,7,3,8,34.0
335673,1,6,19,22.0
6634089,12,3,12,7.0
2343159,4,4,17,267.0
5054167,9,3,9,22.0
3841572,7,1,11,201.0
4046411,7,5,18,18.0
5779549,10,7,9,8.0
4221901,7,5,8,5.0
6060265,11,3,12,35.0
6417664,11,5,16,19.0
2817868,5,5,11,1.0
825867,2,5,18,15.0
2253717,4,5,13,47.0
2279668,4,7,16,11.0
6532725,12,3,14,16.0
3247126,6,5,13,84.0
5389996,10,6,6,21.0
6821279,12,7,14,4.0
4500079,8,2,20,15.0
1411741,3,3,18,26.0
6471007,12,4,10,29.0
7006708,12,4,5,107.0
3033249,6,6,19,3.0
182678,1,3,9,33.0
115886,1,1,20,32.0
6590588,12,3,18,31.0
3760907,7,2,9,56.0
6527157,12,1,18,7.0
1298146,3,2,10,24.0
5462552,10,1,9,87.0
964385,2,4,11,31.0
6802642,12,7,10,9.0
869860,2,1,18,56.0
1795261,4,5,18,1.0
1049690,2,3,21,30.0
6402722,11,5,17,2.0
2900828,5,2,20,146.0
837435,2,7,8,77.0
2233615,4,5,15,16.0
5643951,10,3,9,19.0
5071531,9,1,17,7.0
324720,1,4,10,18.0
3662970,7,7,21,3.0
1031357,2,6,12,17.0
3163986,6,7,10,53.0
1492879,3,2,21,25.0
498770,1,7,9,9.0
4269572,8,3,16,50.0
278255,1,5,8,6.0
6136974,11,1,20,119.0
2439757,5,7,14,1.0
5188937,9,1,17,33.0
3554615,6,7,21,8.0
3309488,6,5,7,70.0
1495638,3,4,17,1.0
1313147,3,6,19,22.0
242516,1,3,13,7.0
8246,1,6,14,49.0
166691,1,1,12,90.0
3871048,7,4,17,16.0
6911716,12,3,12,13.0
2460158,5,6,19,5.0
5779206,10,6,8,65.0
6551751,12,2,16,5.0
3505598,6,2,11,212.0
4155803,7,1,19,17.0
1092791,2,4,8,10.0
7843,1,6,12,7.0
3059920,6,7,15,10.0
3436363,6,7,17,36.0
324062,1,5,9,34.0
4403188,8,5,10,18.0
2126583,4,7,20,256.0
648441,2,5,11,24.0
4675651,8,6,10,20.0
329580,1,5,13,25.0
6858473,12,3,17,23.0
1709944,3,5,16,14.0
331046,1,4,8,29.0
1367905,3,5,17,88.0
5525609,10,5,17,151.0
6289299,11,3,15,2.0
354067,1,2,14,12.0
6718178,12,7,18,21.0
2918170,5,2,13,7.0
509130,1,3,7,81.0
2984557,5,5,16,27.0
2727572,5,4,19,12.0
1688853,3,3,14,5.0
5376265,9,1,18,53.0
1008776,2,7,17,51.0
3754627,7,3,10,257.0
4756952,8,6,18,2.0
6473749,12,5,17,4.0
116733,1,2,19,16.0
4481720,8,5,8,9.0
2366825,4,4,18,20.0
2920869,5,7,17,10.0
202325,1,1,20,124.0
3882599,7,3,22,51.0
1778931,3,6,18,19.0
4580332,8,4,7,46.0
3079020,6,5,18,2.0
3192003,6,2,21,14.0
1091118,2,6,15,28.0
5198776,9,7,16,120.0
3536341,6,5,20,2.0
3470743,6,7,13,45.0
1365786,3,4,15,42.0
6962698,12,3,14,5.0
6740878,12,2,16,14.0
1924495,4,3,18,167.0
5588028,10,6,12,32.0
648857,2,5,18,4.0
1628824,3,5,10,111.0
4314558,8,3,13,4.0
6081546,11,5,21,25.0
3137958,6,3,10,99.0
1724656,3,6,23,12.0
2665692,5,6,20,168.0
1618882,3,1,22,17.0
4376776,8,2,10,157.0
6982551,12,2,15,13.0
2834691,5,3,17,26.0
5952400,11,4,16,12.0
6895356,12,1,15,92.0
3655633,7,5,11,1.0
2342197,4,3,13,19.0
1392895,3,6,11,22.0
2377039,4,1,21,15.0
5307649,9,7,17,2.0
2194003,4,1,14,24.0
5212697,9,1,8,88.0
3066447,6,2,11,1.0
6364154,11,2,22,33.0
6596927,12,5,8,32.0
942645,2,4,11,27.0
4764860,8,7,13,17.0
4346629,8,1,11,26.0
636779,2,2,17,11.0
2888105,5,7,6,22.0
6688931,12,7,21,60.0
4428917,8,5,12,1.0
5048356,9,1,8,6.0
4478729,8,3,18,118.0
4379652,8,6,16,57.0
517583,1,3,18,20.0
5375293,9,1,18,63.0
6444327,11,4,15,42.0
4164218,7,2,13,1.0
4203532,7,4,19,101.0
4974653,9,3,17,59.0
5597082,10,1,19,57.0
6712300,12,2,13,28.0
469523,1,1,9,66.0
4113730,7,2,7,102.0
2738566,5,3,10,17.0
1743572,3,1,14,2.0
4478630,8,3,9,41.0
2702183,5,2,0,12.0
4045007,7,1,10,49.0
6810078,12,6,14,17.0
1007251,2,6,7,56.0
337212,1,4,10,17.0
3933195,7,4,23,122.0
1236343,3,5,9,4.0
1042480,2,3,19,15.0
1813943,4,4,7,1.0
3433418,6,4,13,6.0
1778595,3,6,18,136.0
6674209,12,3,20,21.0
2951339,5,4,12,12.0
2471984,5,3,15,18.0
1136073,2,5,7,11.0
2884925,5,1,14,370.0
3923301,7,3,7,67.0
3960560,7,3,23,6.0
3643028,7,1,18,8.0
6943454,12,1,20,15.0
4724523,8,3,10,57.0
1511668,3,6,14,19.0
3651595,7,4,18,8.0
5466051,10,2,14,16.0
1201976,3,2,12,11.0
1037312,2,5,19,35.0
6759370,12,7,6,13.0
2482449,5,6,10,2.0
271569,1,7,18,3.0
4148974,7,4,17,11.0
4114834,7,4,7,7.0
6250037,11,7,14,23.0
6603395,12,1,15,132.0
1748250,3,5,16,18.0
6669816,12,1,8,13.0
6718290,12,7,8,22.0
4247748,8,4,18,2.0
5792550,10,1,19,15.0
1972642,4,4,9,3.0
5454724,10,5,20,25.0
3521429,6,1,12,9.0
6517084,12,5,20,6.0
1269217,3,1,21,9.0
4202297,7,4,21,59.0
10740,1,7,13,6.0
3226566,6,2,9,8.0
9849,1,7,20,3.0
366070,1,5,14,12.0
55317,1,7,10,111.0
457318,1,4,15,55.0
737869,2,6,14,92.0
4460821,8,3,16,25.0
2675876,5,7,7,82.0
4384937,8,7,10,46.0
4075459,7,5,17,7.0
2405400,5,4,10,1.0
4108638,7,6,11,15.0
6752622,12,6,10,18.0
4016285,7,2,20,26.0
1793975,4,5,15,12.0
4253718,8,6,18,1.0
6804404,12,2,17,12.0
1192670,3,6,13,8.0
2713758,5,7,17,28.0
2618975,5,4,15,29.0
3809783,7,6,6,1.0
6499445,12,6,9,91.0
3092551,6,7,18,1.0
6345563,11,5,13,8.0
6664801,12,4,20,19.0
5649215,10,1,20,4.0
46112,1,4,17,5.0
6630498,12,2,15,2.0
3592225,6,2,19,1.0
5087427,9,6,14,25.0
6602027,12,5,15,7.0
3570596,6,5,13,22.0
1060239,2,7,18,9.0
3143095,6,3,16,61.0
4485655,8,2,16,28.0
6783969,12,3,12,1.0
2385367,4,1,0,6.0
2664,1,5,15,10.0
4231782,7,6,20,18.0
4398165,8,3,5,65.0
3770852,7,1,7,120.0
5727775,10,4,16,65.0
6513380,12,4,14,16.0
2754580,5,2,11,21.0
2503097,5,6,8,11.0
1194194,3,6,10,23.0
5515286,10,7,15,31.0
3548004,6,4,8,66.0
5289283,9,1,16,58.0
5093002,9,4,18,30.0
6257487,11,5,14,25.0
2822247,5,6,6,28.0
4724184,8,5,17,10.0
1323657,3,1,8,49.0
885704,2,5,17,10.0
121151,1,3,6,192.0
100639,1,7,16,63.0
4766797,8,7,8,16.0
1232754,3,4,16,18.0
3106111,6,7,20,31.0
133771,1,1,16,31.0
4876177,9,5,12,16.0
3919471,7,7,12,38.0
3243724,6,6,17,9.0
1991122,4,4,16,196.0
2067492,4,7,10,4.0
5844,1,6,15,4.0
4839463,8,3,19,10.0
5937350,10,6,9,10.0
3058144,6,6,13,1.0
5284009,9,1,11,10.0
6931314,12,3,21,6.0
1157973,2,5,18,28.0
722885,2,3,20,25.0
5706017,10,4,8,53.0
2920439,5,6,10,12.0
5341375,9,1,15,275.0
6965220,12,7,17,119.0
3278070,6,4,18,1.0
726401,2,2,18,60.0
6980078,12,6,5,16.0
1787661,3,6,11,7.0
6838062,12,2,19,55.0
936059,2,2,10,15.0
6362449,11,7,17,6.0
4865433,9,2,16,16.0
4493103,8,6,18,5.0
5666362,10,5,20,30.0
630639,2,7,21,10.0
1472728,3,5,19,16.0
6840480,12,4,11,21.0
2635589,5,4,22,37.0
6965563,12,1,14,26.0
6529187,12,2,14,13.0
2513142,5,4,17,8.0
6405033,11,4,6,372.0
641708,2,3,20,5.0
3737647,7,6,12,89.0
6841357,12,4,19,39.0
2367910,4,7,18,135.0
1619015,3,5,17,40.0
2250506,4,5,16,74.0
4335790,8,3,7,10.0
5935622,10,5,21,19.0
3907648,7,2,19,1.0
1682875,3,3,18,11.0
3324300,6,1,15,20.0
6706982,12,5,11,2.0
4834950,8,6,22,2.0
427180,1,3,12,101.0
170948,1,3,8,17.0
1996223,4,7,17,24.0
3517978,6,4,14,6.0
993163,2,4,9,59.0
3621204,7,2,18,6.0
914055,2,1,17,108.0
1519279,3,7,16,30.0
2917503,5,3,7,92.0
5066899,9,1,11,19.0
2112645,4,4,14,108.0
1681387,3,1,14,44.0
3495736,6,1,15,85.0
6824309,12,1,15,16.0
773248,2,3,17,28.0
